Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Month-to-month,False,False,Fiber Optic,True,False,False,True,False,False,True,True,True,Electronic Check,1.921647847,230.105118,695.6222319
Two Year,False,False,DSL,True,False,True,True,True,True,False,True,True,Credit Card (automatic),8.248755691,177.48762,1716.011284
Two Year,False,False,DSL,True,False,True,True,False,True,True,False,False,Bank Transfer(automatic),21.77701838,154.961766,2811.648182
Two Year,False,False,DSL,True,False,False,True,True,True,True,True,False,Mailed Check,14.42671843,235.137219,2363.604752
Two Year,False,False,DSL,True,False,False,False,False,False,False,False,False,Electronic Check,16.11472911,92.455141,2156.405261
One year,False,False,DSL,True,True,False,False,False,True,True,False,True,Credit Card (automatic),22.89696344,162.45383,2586.074672
Month-to-month,True,True,Fiber Optic,True,False,False,False,False,False,True,True,True,Bank Transfer(automatic),9.273178876,207.609354,1241.342647
Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,False,False,True,Mailed Check,8.154668093,182.497044,1062.905651
Month-to-month,False,False,DSL,True,True,False,True,False,False,True,True,True,Electronic Check,7.775144828,242.610632,1713.700682
Month-to-month,True,True,DSL,True,False,True,False,False,True,False,False,False,Electronic Check,2.932159225,107.481989,700.6270933
One year,False,False,None,True,True,True,False,False,False,False,True,True,Mailed Check,10.25226518,149.988989,1303.670531
Month-to-month,False,False,Fiber Optic,True,True,True,False,False,False,False,False,True,Electronic Check,11.89492044,147.478341,1119.209685
Month-to-month,False,True,DSL,True,False,False,False,True,True,False,True,False,Mailed Check,8.210220142,152.47417,1496.482536
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,False,False,True,Electronic Check,8.884543585,179.965581,985.6286855
One year,False,False,Fiber Optic,True,False,False,False,True,False,True,True,True,Bank Transfer(automatic),6.577676916,220.132293,1329.24842
One year,False,False,Fiber Optic,True,True,False,False,True,True,False,True,False,Electronic Check,2.92969581,204.979684,694.7582953
One year,True,False,None,True,True,False,True,True,True,True,True,True,Bank Transfer(automatic),8.013365588,255.166453,1313.686109
One year,True,True,None,True,True,True,True,True,False,False,False,True,Credit Card (automatic),1.84841935,150.020764,529.9370637
One year,False,False,Fiber Optic,True,True,False,False,False,False,False,True,False,Electronic Check,1.884992328,179.947583,404.9361415
One year,False,True,None,True,False,False,False,False,True,True,False,True,Bank Transfer(automatic),9.783296825,117.472036,995.3392925
One year,False,False,None,True,True,False,False,True,False,True,True,True,Electronic Check,12.70583343,220.161527,1780.064534
Month-to-month,False,False,DSL,True,True,True,False,True,True,False,False,True,Bank Transfer(automatic),9.705809585,152.510442,1559.323963
Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Mailed Check,15.12645563,157.483594,1549.802896
Two Year,False,True,Fiber Optic,True,False,False,True,False,False,False,False,False,Mailed Check,7.179893502,134.950905,790.6280344
Month-to-month,True,False,None,True,False,False,True,False,False,False,False,False,Bank Transfer(automatic),9.984220981,102.474625,1040.400476
Month-to-month,False,True,DSL,True,True,False,False,True,False,False,False,True,Mailed Check,3.024806192,137.483594,847.1259509
Two Year,True,True,Fiber Optic,True,False,True,True,True,False,False,True,True,Electronic Check,10.27742832,184.978458,1234.044483
One year,False,True,Fiber Optic,True,True,True,True,False,False,False,False,True,Bank Transfer(automatic),12.92578188,169.974105,1333.179191
Two Year,True,True,None,True,False,True,False,True,True,False,False,True,Bank Transfer(automatic),9.585621689,107.528648,1104.883551
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,False,True,Electronic Check,14.74280934,124.964303,1222.291008
One year,True,True,Fiber Optic,True,False,True,False,False,False,False,False,False,Bank Transfer(automatic),12.54841227,114.972827,1153.262724
One year,True,False,DSL,True,False,False,False,False,True,True,False,False,Electronic Check,3.999140345,129.948316,1048.919831
Two Year,False,True,Fiber Optic,True,True,True,True,False,False,False,True,True,Bank Transfer(automatic),1.251588197,204.961033,661.2094379
Month-to-month,True,True,None,True,False,False,False,True,True,True,True,False,Mailed Check,12.16872039,200.165175,1711.601451
Two Year,False,False,Fiber Optic,True,True,False,True,False,False,True,True,True,Electronic Check,6.624439911,262.610632,1214.05087
Two Year,True,True,Fiber Optic,True,True,False,True,False,False,True,True,False,Bank Transfer(automatic),5.643360294,262.610632,1253.523378
Month-to-month,False,False,Fiber Optic,True,False,False,False,True,False,True,True,False,Credit Card (automatic),4.499945782,220.132293,955.0519598
Month-to-month,True,False,Fiber Optic,True,False,False,True,True,False,True,True,True,Mailed Check,6.57513059,242.628057,1187.692793
Month-to-month,True,False,Fiber Optic,False,True,False,True,False,False,True,False,True,Electronic Check,11.76797971,192.440432,1367.183772
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,True,False,True,True,Credit Card (automatic),13.22141934,192.456745,1398.114035
One year,True,True,Fiber Optic,True,False,False,False,True,False,False,True,True,Electronic Check,1.997833268,159.965008,461.4404406
One year,False,False,DSL,True,False,False,False,False,False,False,False,True,Bank Transfer(automatic),3.787548072,92.455141,798.4275185
Two Year,True,False,DSL,True,True,True,True,False,False,False,False,True,Electronic Check,16.00167972,149.974105,2245.475959
Two Year,False,False,Fiber Optic,True,False,True,False,True,False,True,True,True,Electronic Check,11.34130832,222.649979,1636.72261
Month-to-month,False,False,Fiber Optic,True,True,True,True,False,False,True,True,False,Electronic Check,5.252073829,265.128318,1164.843819
Month-to-month,True,False,Fiber Optic,False,True,True,False,False,True,False,True,True,Electronic Check,18.00704355,194.974431,1946.450068
Month-to-month,True,True,Fiber Optic,True,False,True,False,False,False,True,False,True,Mailed Check,18.29765062,139.95684,1810.920999
Month-to-month,True,False,None,False,False,True,False,True,False,False,False,True,Bank Transfer(automatic),5.755833887,95.019486,878.7051436
One year,False,True,None,True,False,True,True,False,False,True,False,True,Electronic Check,2.111376258,129.976324,662.6103493
Month-to-month,True,True,DSL,True,False,False,False,False,False,False,False,True,Electronic Check,12.24494477,92.455141,1653.165932
Month-to-month,False,True,DSL,True,False,True,False,True,True,False,False,True,Mailed Check,11.46566243,120.004928,1549.605718
Two Year,True,True,Fiber Optic,True,False,False,False,False,False,False,False,True,Bank Transfer(automatic),9.858971643,112.455141,868.5732588
Month-to-month,False,False,None,True,False,False,False,True,False,True,True,False,Bank Transfer(automatic),17.31776736,187.656013,2171.802329
Two Year,False,False,Fiber Optic,True,False,True,True,False,False,True,False,True,Credit Card (automatic),6.811138598,162.452604,946.1849643
Month-to-month,False,False,Fiber Optic,True,False,False,False,False,False,False,True,False,Electronic Check,14.26734448,147.442069,1294.790222
Month-to-month,True,True,Fiber Optic,True,True,False,True,True,False,True,False,True,Credit Card (automatic),1.360201959,204.963371,509.1865112
Month-to-month,True,False,Fiber Optic,False,True,False,False,True,False,False,False,False,Electronic Check,11.59782994,157.483594,1210.450532
Month-to-month,False,False,DSL,True,False,True,False,False,False,True,True,True,Electronic Check,7.399248624,190.12704,1483.41562
One year,True,False,Fiber Optic,True,True,False,False,True,True,False,True,True,Bank Transfer(automatic),1.358818331,204.979684,567.3209248
One year,False,False,Fiber Optic,True,False,False,True,True,True,False,False,True,Credit Card (automatic),10.5309984,159.983006,990.747598
One year,True,False,None,True,False,False,False,False,True,True,True,True,Electronic Check,9.630236452,187.642236,1329.382263
Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,True,False,True,Credit Card (automatic),19.79804917,204.949594,1862.842794
Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,False,False,Electronic Check,16.86058234,112.455141,1446.505628
Month-to-month,True,False,Fiber Optic,True,True,False,False,False,False,False,False,False,Electronic Check,13.40891729,144.960655,1338.549194
Two Year,True,False,Fiber Optic,False,False,False,False,True,False,True,True,False,Bank Transfer(automatic),3.857491515,220.132293,939.8765686
One year,False,False,DSL,True,False,False,False,False,False,False,False,False,Mailed Check,8.703568707,92.455141,1275.194778
Two Year,False,False,None,True,True,False,True,True,False,True,True,True,Bank Transfer(automatic),20.40555252,242.657291,2422.117328
Month-to-month,False,False,DSL,False,True,False,False,False,True,False,False,True,Bank Transfer(automatic),1.747076331,137.469817,922.4502594
Two Year,True,False,Fiber Optic,True,False,True,False,False,True,False,False,True,Bank Transfer(automatic),24.02275725,127.481989,2112.65313
Month-to-month,False,False,DSL,True,True,True,False,False,False,False,False,True,Bank Transfer(automatic),8.006997906,127.478341,1233.807825
Month-to-month,False,False,None,True,True,False,False,False,False,False,True,True,Credit Card (automatic),6.563038653,147.471303,1034.69512
Month-to-month,False,False,None,True,True,False,True,False,False,False,True,True,Electronic Check,5.291754183,169.967067,877.7050261
One year,True,True,Fiber Optic,True,False,False,False,False,False,True,False,False,Electronic Check,15.18780416,137.439154,1615.87994
Month-to-month,True,True,Fiber Optic,True,False,True,False,False,False,False,False,True,Mailed Check,10.38039309,114.972827,959.951483
Two Year,False,False,Fiber Optic,True,False,True,True,False,True,False,False,True,Credit Card (automatic),14.45556293,149.977753,1639.902323
One year,True,False,DSL,True,False,True,False,False,False,True,True,False,Mailed Check,7.32906366,190.12704,1751.02003
Two Year,False,True,Fiber Optic,True,False,True,True,False,True,True,False,True,Mailed Check,9.351000629,174.961766,1173.562649
Month-to-month,True,False,None,True,True,True,False,True,False,False,True,True,Bank Transfer(automatic),10.86852566,162.511928,1354.387011
Two Year,False,False,None,True,False,False,False,False,False,True,False,True,Bank Transfer(automatic),3.997019354,104.962874,632.0815033
Month-to-month,False,False,DSL,True,True,True,True,False,False,True,False,True,Credit Card (automatic),2.231526082,174.958118,1054.384865
Month-to-month,False,False,Fiber Optic,True,True,False,False,False,True,True,True,False,Bank Transfer(automatic),2.384942381,252.62403,904.5789623
Month-to-month,True,False,Fiber Optic,False,True,False,False,True,False,False,False,False,Credit Card (automatic),4.992706522,157.483594,637.7315432
One year,True,True,None,True,False,False,False,True,False,False,True,True,Credit Card (automatic),7.827055149,127.488728,846.2276311
One year,True,True,Fiber Optic,True,True,False,True,False,True,True,True,False,Credit Card (automatic),2.153167182,275.119794,775.7502457
Month-to-month,False,False,None,True,True,False,False,True,False,False,True,True,Mailed Check,8.209710913,159.994242,975.7615787
Month-to-month,False,False,None,True,True,False,False,True,True,False,True,True,Electronic Check,7.19812868,172.503404,1042.502776
Two Year,True,False,DSL,True,False,False,False,True,True,True,True,True,Electronic Check,7.40216226,212.641455,1621.058909
One year,True,True,Fiber Optic,True,True,False,True,True,False,True,False,True,Electronic Check,18.37212028,204.963371,1924.903884
Two Year,True,False,Fiber Optic,True,True,False,False,True,True,False,False,True,Mailed Check,5.731198479,169.992756,695.0510444
Month-to-month,True,False,DSL,True,True,False,False,True,False,False,True,True,Bank Transfer(automatic),2.497790261,172.470522,1178.564131
One year,True,False,Fiber Optic,True,False,True,False,True,False,False,True,False,Electronic Check,2.745220008,162.482694,504.8041713
Month-to-month,False,True,Fiber Optic,True,False,False,False,True,False,False,False,False,Electronic Check,3.386665328,124.97808,391.0106655
Month-to-month,False,True,Fiber Optic,True,True,True,False,True,True,False,True,False,Bank Transfer(automatic),3.032321354,207.49737,693.358004
One year,False,False,Fiber Optic,True,True,False,False,False,False,False,True,True,Mailed Check,2.678577227,179.947583,497.4668116
One year,False,False,Fiber Optic,False,False,True,False,False,False,True,False,False,Credit Card (automatic),6.678176681,139.95684,989.9918587
One year,True,True,Fiber Optic,False,True,True,True,False,True,False,False,False,Bank Transfer(automatic),6.211504434,182.483267,745.0467839
One year,False,False,DSL,True,False,False,True,True,True,True,True,False,Mailed Check,13.56958731,235.137219,2087.543903
